This file was produced by the Exoplanet Follow-up Observing Program website (exofop.ipac.caltech.edu) on Fri Apr 03 07:45:18 2020																																																				
																																																				
TIC ID	TOI	Previous CTOI	Master priority	SG1A priority	SG1B priority	SG2 priority	SG3 priority	SG4 priority	SG5 priority	ACWG priority	TESS Disposition	TFOPWG Disposition	TESS mag	TESS mag error	PCs	Source	RA (degrees)	Dec (degrees)	PM RA (mas/yr)	PM RA error	PM Dec (mas/yr)	PM Dec error	Epoch (BJD)	Epoch error	Period (days)	Period error	Duration (hours)	Duration error	Depth (mmag)	Depth (mmag) error	Depth (ppm)	Depth (ppm) error	Planet Radius (R_Earth)	Planet Radius error	Planet Insolation (Earth flux)	Planet Eq Temp (K)	Planet SNR	Stellar Distance (pc)	Stellar Distance error	Stellar Teff (K)	Stellar Teff error	Stellar log(g) (cm/s2)	Stellar log(g) error	Stellar Radius (R_Sun)	Stellar Radius error	Stellar Metallicity	Stellar Metallicity error	Sectors	Comments	Date TOI Alerted (by TESS Project)	Date TOI Updated (by TESS Project)	Date Modified (by ExoFOP-TESS)
149601557	1033.01		3	4	3	3	2	4	4	5	PC		10.0163	0.006	1	qlp	87.282586	-60.498444	8.9	3.1	20.7	2.2	2458338.078125	0.00441	29.015091	0.0009	6.362	0.86	2.173647	0.003541	2000	3.26177			190.716003	1035	33	219.94		6099	123.5	3.96	0.11			0.0917514	0.0457663	"8,9,10"	the first two transit got de-trended badly; don't trust odd/even. The transit appears consistently	2019-06-11	2019-12-17	2020-01-16
400595342	1034.01		3	4	3	3	2	4	4	4	PC		9.8174	0.006	1	qlp	134.441752	-49.000578	-4.837	0.063	4.109	0.062	2458518.810669	0.00684	3.64222	0.00093	2.757	0.57	0.553867	0.00195	510	1.79556			2121.72998	1890	10	363.44	4.983	8160	400.600006	4.3	0.47					9	need SG1 to check 400595381; likely BEB	2019-06-11	2019-12-17	2020-01-16
361413119	1035.01		3	4	3	3	2	4	4	5	PC		10.1126	0.006	1	qlp	144.150273	-61.583182	-9.506	0.239	16.897	0.207	2458545.785034	0.00141	6.07484	0.00075	2.324	0.315	6.708819	0.017961	6160	16.5424	21.532499	1.35847	249.139008	1106	45	347.556	13.63	5473.5	85.400002	4.15	1.66	2.6	0.08			9	heartbeat signal is a blend; otherwise it's fine.	2019-06-11	2019-12-17	2020-01-16
146172354	1036.01		3	4	3	3	2	4	4	5	PC		10.2855	0.006	1	qlp	157.867112	-42.240448	10.992	0.037	-57.748	0.049	2458548.034058	0.00186	3.78031	0.00054	3.188	0.392	2.554483	0.002495	2350	2.29812	6.56218	0.268103	652.771973	1408	42	184.015	0.962	5708	83.099998	4.45	0.31	1.17	0.03			9	need SG1 to check the other two stars in the same pixel	2019-06-11	2019-12-17	2020-01-16
363260203	1037.01		3	4	3	3	2	4	4	2	PC		9.0211	0.006	1	qlp	147.385172	-63.306478	-19.687	0.07	10.953	0.068	2458544.666748	0.00691	1.20262	0.00056	1.915	0.488	0.401797	0.001833	370	1.68857			11799.700195	2903	11	279.698	3.279	8712	327.5	4.22	0.39					9	probably V?	2019-06-11	2019-12-17	2020-01-16
90544017	1038.01		5	5	5	5	5	5	5	5	PC	FP	8.7157	0.006	1	qlp	128.454638	-49.940347	-15.5	1.6	7	1.5	2458519.04541	0.0044	3.22374	0.00044	2.248	0.718	0.619046	0.002132	570	1.96368			4568.009766	2290	15	280.765		8904	239.899994	4.09	1.36					9	crowded	2019-06-11	2019-12-17	2020-03-04
461867584	1039.01		3	4	3	3	2	4	4	1	PC		8.5483	0.6	1	qlp	149.688545	-58.760453	-6.434	0.215	4.098	0.246	2458546.053101	0.00083	4.42045	0.00013	4.38	0.446	5.979996	0.0015	5492.640137	1.38188			8822.870117	2700	85	2864.34	1012.54	9054.5	1130.400024							"9,10"	Transit object might be too big bc star is hot but there is no estimate of the stellar radius	2019-06-25	2019-12-17	2020-01-16
310483807	1040.01		2	4	2	2	2	4	4	5	PC		8.3854	0.007	1	qlp	128.61421	-61.488262	-11.78	0.118	6.725	0.097	2458520.656738	0.00497	2.55555	0.00045	1.566	0.375	0.369213	0.001861	340	1.71408			1909.689941	1841	12	732.432	32.449	8613.700195	274.399994	3.54	0.51					9	crowded; hot star	2019-06-11	2019-12-17	2020-01-16
385624852	1041.01		3	4	3	3	2	4	4	5	PC		8.0981	0.006	1	qlp	138.402252	-55.19791	-14.189	0.065	14.261	0.058	2458547.348022	0.00048	8.30792	0.00037	3.228	0.089	9.103959	0.392749	8350	361.670013			1434.660034	1714	137	305.034	2.981	8091.200195	178.5	3.45	0.46					9	period could be double	2019-06-11	2019-12-17	2020-01-16
360286627	1042.01		3	4	3	3	2	4	4	5	PC		9.718	0.006	1	qlp	141.975215	-61.33004	-11.595	0.056	3.139	0.057	2458544.45459	0.00204	0.7581	0.00006	1.065	0.13	0.78	0.001316	718.148987	1.21254			9182.290039	2727	24	792.633	19.4965	8835.5	146.899994	4.09	1.37					"9,10"	check neighbors	2019-06-25	2019-12-17	2020-01-16
90448944	1043.01		3	4	3	3	2	4	4	2	PC		9.5719	0.006	1	qlp	128.302319	-52.714202	-9.496	0.051	14.659	0.045	2458518.269287	0.00459	1.44095	0.00021	2.107	0.513	0.532141	0.001515	490	1.39529	3.41658	0.285823	4946.549805	2336	16	208.055	1.1015	6506	204.5	4.07	0.33	1.46	0.09			9		2019-06-11	2019-12-17	2020-01-16
463402815	1044.01		3	4	3	3	2	4	4	5	PC		9.81	0.022	1	qlp	153.811027	-58.766394	-15.662	1.132	5.908	1.508	2458544.5979	0.00116	1.0086	0.00004	1.597	0.069	2.609998	0.848887	2401.01001	781.547974			8072.129883	2640	53	502.5486		5215.200195	1166.800049	3.71	0.76					"9,10"	CCDM J10152-5846AB so object might be part of a known visual binary	2019-06-25	2019-12-17	2020-01-16
54044474	1045.01		5	5	5	5	5	5	5	5	PC	FP	9.6306	0.006	1	qlp	159.887704	-32.51188	-34.609	0.053	14.667	0.057	2458545.922485	0.00053	3.70426	0.00015	4.08	0.059	8.108077	0.000528	7440	0.486076	16.7631	1.4673	1813.75	1818	111	300.696	3.3695	7013.799805	299.600006	4.21	0.44	1.84	0.16			9		2019-06-11	2019-12-17	2020-03-04
309787037	1046.01		3	4	3	3	2	4	4	5	PC		10.0119	0.006	1	qlp	126.419468	-60.907514	-1.536	0.058	-9.979	0.048	2458518.851929	0.00232	1.30427	0.00008	1.607	0.248	0.95	0.001189	874.599976	1.09538	5.7668	0.368168	2175.189941	1902	33	301.298	2.496	6462	176.699997	4.26	0.49	1.77	0.09			"8,9,10"	There is a fainter star half a TESS pixel away	2019-06-25	2019-12-17	2020-01-16
370745311	1047.01		3	4	3	3	2	4	4	4	PC		10.2355	0.006	1	qlp	144.581535	-67.505097	-35.412	0.104	24.084	0.128	2458544.790649	0.00092	0.62627	0.00002	0.666	0.169	1.880005	0.074398	1730.050049	68.521202	4.11464	0.979412	3190.459961	2093	36	134.926	1.0555	5602.299805	388	4.52	0.35	0.9	0.12			"9,10"	Check 2 minute data for odd even	2019-06-25	2019-12-17	2020-01-16
384549882	1048.01		3	4	3	3	2	4	4	5	PC		8.802	0.006	1	qlp	136.527702	-54.903922	-10.863	0.096	7.063	0.089	2458518.375977	0.00075	0.30412	0.00001	0.748	0.1	1.531968	0.005783	1410	5.32593			103797	5000	58	440.426	9.484	9272.299805	370							9	probably EB	2019-06-11	2019-12-17	2020-01-16
16288184	1049.01		5	5	5	5	5	5	5	5	KP	KP	11.0657	0.006	1	spoc	253.768848	-28.710584	-8.568	0.1	-5.562	0.055	2458626.800781	0.000869	2.180764	0.000122	2.941969	0.052856	19.849302	0.720317	18115.783203	663.216248	21.029911	20.530203	2947.071533	1879.175903	26.553631	314.995	7.0655	6599	200	4.21017	1.96411	1.52629	1.48961			12	K2-237 b	2019-07-15	2019-12-17	2020-01-16
66818296	1050.01		5	5	5	5	5	5	5	5	KP	KP	11.0261	0.006	1	spoc	239.962248	-28.061794	-8.1	0.102	-9.639	0.055	2458627.126221	0.000584	3.735285	0.000148	4.295874	0.035565	18.845489	0.145008	17207.566406	133.548279	21.273773	0.135096	1622.430908	1618.681152	134.842575	405.908	8.6	6650		4.1639		1.57		-0.07	0.1	12	WASP-17 b	2019-07-15	2019-12-17	2020-01-16
259863352	1051.01		1	4	1	1	3	4	4		PC		7.1278	0.006	1	spoc	40.365939	-71.462749	168.17	2	-56.04	2	2458657.736572	0.007425	21.70167	0.009532	8.267642	0.508898	0.229828	0.027288	211.656738	25.132692	2.375149	0.698345			8.58716	53.19149		5625	80	4.438		1.56486	0.186629			13	Potential level one target around bright star	2019-08-16	2019-12-17	2019-12-17
317060587	1052.01		3	4	3	3	1	4	4	5	PC		9.0197	0.006	1	spoc	337.510274	-75.646561	-63.327	0.046	-1.942	0.044	2458332.941284	0.003592	9.139804	0.002737	3.091294	0.828132	0.389215	0.061888	358.415771	56.999161	3.062985	4.508955	243.011765	1006.534668	10.624502	129.804	0.5575	5958.200195	76	4.34	0.12	1.58	0.165123	-0.25	0.1	"1,13"	Low priority; similar epoch and period from sector 1	2019-08-16	2019-12-17	2020-01-16
112395568	1053.01		3	4	3	5	1	5	4		PC		8.8849	0.006	1	spoc	290.977117	-33.351416	-18.692	0.065	-8.192	0.059	2458657.999146	0.001553	5.742625	0.000621	2.860293	0.230499	1.201229	0.095469	1105.760864	87.926727	13.088532	3.636668			11.805602	263.729	2.8735	5664	188	3.26574	0.355261	3.86959	0.644568			13	Crowded field	2019-08-16	2019-12-17	2019-12-17
366989877	1054.01		1	4	1	1	2	4	4		PC		8.4362	0.006	1	spoc	302.114174	-54.317501	1.594	0.054	-15.903	0.049	2458664.973022	0.002548	15.50529	0.003586	5.092786	0.399104	0.676725	0.042487	623.092285	39.131664	3.181526	0.894988			14.495575	88.4343	0.28175	6122	194	4.30881	0.268555	1.24811	0.142033			13	Potential level one candidate; check neighbor 366989874	2019-08-16	2019-12-17	2019-12-17
320004517	1055.01		1	4	1	1	2	4	4		PC		8.0888	0.006	1	spoc	293.286615	-54.532728	108.439	0.074	-82.632	0.052	2458661.062866	0.001217	17.47114	0.001692	4.319798	0.186523	1.367317	0.056657	1258.553223	52.181797	3.864567	0.570951			23.528374	57.2651	0.18695	5783.540039	7.82429	4.49925	0.019231	1.07824	0.095	-0.0525569	0.00695284	13	Potential level one candidate; two transits may have some odd-even	2019-08-16	2019-12-17	2020-03-06
421894914	1056.01		1	5	5	1	1	4	4	5	PC		9.6663	0.006	1	spoc	339.258703	-76.917605	9.716	0.041	-20.168	0.044	2458326.070801	0.00215	5.307589	0.00006	2.561828	0.761283	0.420741	0.062137	387.441528	57.228786	2.903689	1.041047	480.103912	1193.889648	9.977513	168.354	0.6765	6124.299805	83	4.38	0.16	1.3758	0.159916	0.18	0.12	"1,13"	Potential level one candidate; small centroid offset	2019-08-16	2019-12-17	2020-01-16
323132914	1057.01		1	4	1	1	2	4	4		PC		9.4091	0.006	1	spoc	127.996917	-78.407564	117.721	0.081	-24.565	0.076	2458607.346924	0.00312	51.164822	0.004451	6.254958	0.437893	1.051842	0.064249	968.313416	59.173695	3.031104	0.78654			16.044422	98.2855	0.26725	5599	187	4.46138	0.26998	0.968952	0.116848			"10,11,12,13"	Possible scattered light; small potentially level one candidate	2019-08-16	2019-12-17	2019-12-21
31553893	1058.01		3	4	3	4	1	4	4		PC		9.3781	0.007	1	spoc	288.911772	-31.790813	3.226	0.082	-16.323	0.067	2458663.023438	0.003673	11.112686	0.005253	4.956529	0.533981	0.862382	0.108717	793.967773	100.12719	3.254684	3.436715			7.703946	338.831	6.705	5785	189	4.344	2.00356	1.13565	1.13565			13	Gaia sets the stellar radius to be larger than 3.191	2019-08-16	2019-12-17	2019-12-17
380783252	1059.01		3	4	4	3	1	4	4		PC		9.7825	0.006	1	spoc	269.714503	-60.922727	4.297	0.037	-207.409	0.034	2458660.541016	0.000406	9.449544	0.000281	2.171769	0.043131	27.352117	0.486536	24877.554688	448.015656	23.233707	24.368483			118.415375	98.8783	0.4197	5509	186	4.39758	2.00408	1.03069	1.03069			13		2019-08-16	2019-12-17	2019-12-17
101230735	1060.01		1	4	1	1	2	4	4		PC		9.6652	0.006	1	spoc	299.290995	-48.934476	2.224	0.286	-14.604	0.228	2458653.965942	0.002671	2.068731	0.000319	0.920059	0.427225	0.592959	0.091899	545.986572	84.638802	3.08866	6.045137			8.006097	128.491	3.3745	5687.899902	76	4.6	0.12	1.3001	0.216356	-0.11	0.1	13	Potential level one candidate	2019-08-16	2019-12-17	2019-12-17
253990973	1061.01		5	5	5	5	5	5	5		PC	FP	9.7345	0.006	1	spoc	284.688908	-41.242483	24.978	0.089	-71.79	0.091	2458654.253296	0.003078	0.540933	0.000107	1.674337	0.329757	0.279447	0.030011	257.347473	27.641214	2.28501	0.57323			8.619074	133.171	0.6935	5525	186	4.25342	0.29667	1.21935	0.16458			13	Likely stellar variability but it is a potential level one candidate	2019-08-16	2019-12-17	2020-03-04
299799658	1062.01		1	5	5	1	2	4	4		PC		9.478	0.006	1	spoc	38.120968	-78.023683	107.847	0.045	30.732	0.042	2458325.426392	0.001386	4.114982	0.000031	1.283481	0.225047	0.529863	0.04936	487.902985	45.461231	2.31694	0.46			10.382981	82.1733	0.1632	5394	185	4.50942	0.276077	0.891868	0.109304			"1,13"	Potential level one candidate	2019-08-16	2019-12-17	2019-12-19
406976746	1063.01		1	4	1	1	2	4	4	3	PC		9.0689	0.006	1	spoc	230.555493	-83.056214	-89.125	0.041	-9.6	0.044	2458629.394897	0.002164	10.065295	0.001624	2.024974	0.425045	0.856673	0.075619	788.713745	69.645622	2.277837	1.50487	67.054443	729.838257	13.718448	61.1201	0.1009	5552	187	4.61783	0.263463	0.804378	0.092796			"12,13"	Potential level one candidate	2019-08-16	2019-12-17	2020-02-14
79748331	1064.01		3	4	3	3	2	4	4		PC		10.0059	0.006	1	spoc	296.003935	-47.56203	-3.457	0.124	-100.891	0.072	2458656.669678	0.002455	6.441821	0.00129	1.931294	0.481463	1.30503	0.121866	1201.255127	112.236237	2.742512	4.052575			9.312669	68.0726	0.362	4803	178	4.52079	2.00348	0.801468	0.801468			13	Huge centroid offset; likely background EB	2019-08-16	2019-12-17	2020-03-06
79748331	1064.02		1	4	1	1	2	4	4		PC		10.0059	0.006	2	spoc	296.003935	-47.56203	-3.457	0.124	-100.891	0.072	2458664.490967	0.002692	12.226323	0.003775	2.222648	0.562061	1.400242	0.154748	1288.839355	142.51828	2.873919	3.914242			8.855366	68.0726	0.362	4803	178	4.52079	2.00348	0.801468	0.801468			13	Potential level one candidate	2019-08-16	2019-12-17	2020-03-06
7088246	1065.01		5	5	5	5	5	5	5		KP	KP	13.2851	0.006	1	spoc	286.36675	-50.06735	7.315	0.037	-0.862	0.029	2458654.348022	0.002094	2.160344	0.000276	1.828854	0.14481	21.223767	1.616364	19357.992188	1487.618896	22.503542	17.500204			17.524658	639.004	9.4715	5780		4.32928		1.2				13	HATS-23b	2019-08-16	2019-12-17	2019-12-17
201604954	1066.01		5	5	5	5	5	5	5		KP	KP	11.9707	0.006	1	spoc	285.096517	-54.893341	3.99	0.054	-37.19	0.042	2458657.83252	0.001239	4.606184	0.000392	3.121643	0.078877	15.079837	1.120573	13793.035156	1031.553223	12.962219	0.582183			14.814943	353.891	4.919	5670		4.3925		1.07				13	HATS-29b	2019-08-16	2019-12-17	2019-12-17
201642601	1067.01		3	4	3	3	5	4	5		PC	KP	13.1686	0.006	1	spoc	288.672005	-59.57935	3.125	0.031	6.146	0.029	2458656.989624	0.001214	3.131473	0.000252	2.346091	0.117148	17.380367	0.478037	15880.463867	440.191437	12.352227	0.823297			27.650591	263.609	1.659	4351	167	4.438		1				13	HATS-28b	2019-08-16	2019-12-17	2020-03-04
6663331	1068.01		5	5	5	5	5	5	5		KP	KP	13.2887	0.006	1	spoc	284.399762	-49.138513	11.096	0.044	-5.764	0.042	2458656.633179	0.001251	3.180362	0.000247	2.111521	0.106258	23.256738	0.74124	21192.462891	682.474243	13.446487	0.600679			25.185488	535.383	7.8145	5498		4.47934		0.92				13	HATS-28b	2019-08-16	2019-12-17	2019-12-17
31858843	1069.01		5	5	5	5	5	5	5		KP	KP	10.4293	0.006	1	spoc	289.479212	-32.860124	-16.778	0.108	-31.803	0.089	2458655.578979	0.000396	2.977692	0.000074	3.08003	0.024719	19.466629	0.156924	17769.652344	144.522171	16.759075	2.285064			118.221169	197.996	3.038	5703	188	4.25824	0.298282	1.24033	0.168855			13	WASP-123b	2019-08-16	2019-12-17	2019-12-17
31858844	1070.01		5	5	5	5	5	5	5		KP	FP	15.7114	0.023	1	spoc	289.478541	-32.861327					2458655.579224	0.000532	2.977615	0.000098	3.25697	0.030226	47.967638	0.452551	43218.113281	416.727783	26.88423	0.196978			108.842781			5740		4.29219		1.28				13	triggered by nearby event on 31858843 (WASP-123b)	2019-08-16	2019-12-17	2019-12-17
120247528	1071.01		3	5	5	3	5	4	5		PC	KP	11.5803	0.006	1	spoc	280.184169	-58.459388	-27.094	0.052	-30.897	0.048	2458655.395874	0.001083	3.553814	0.000237	2.056578	0.048296	10.889275	0.303603	9979.266602	279.589386	12.539744	12.542709			40.43895	290.198	2.937	5639	188	4.37172	2.00387	1.07973	1.07973			13	Possible secondary and V-shaped	2019-08-16	2019-12-17	2020-03-04
140830390	1072.01	TIC 140830390.01	3	4	3	3	2	4	4	5	PC		11.7106	0.006	1	spoc	75.627307	-72.913998	1.679	0.043	32.797	0.04	2458659.684326	0.00219	12.836719	0.003073	9.708126	0.196184	11.211719	0.329069	10273.241211	303.03772	11.538337	11.542031	289.18399	1148	28.664679	703.878	10.696	5765	189	4.34773	2.00358	1.12781	1.12781			13	Possible secondary	2019-08-16	2019-12-17	2020-01-16
158297421	1073.01		3	5	5	3	4	4	4		PC	CP	13.6699	0.006	1	spoc	287.484402	-49.664942	3.827	0.058	4.878	0.038	2458655.958618	0.001929	3.92318	0.000458	1.83138	0.102916	40.638261	1.942526	36737.40625	1787.532837	20.768415	0.960106			22.588066	300.67	3.806	4444	168	4.438		1				13		2019-08-16	2019-12-17	2019-12-17
327301957	1074.01		1	4	1	1	2	4	4		PC		10.6339	0.006	1	spoc	310.761004	-72.010267	20.031	0.042	42.175	0.054	2458662.652222	0.005474	13.925997	0.007779	4.475409	0.470037	1.684946	0.154971	1550.688843	142.723038	3.470318	0.529515			10.275379	107.356	0.408	5206	183	4.63095	0.280579	0.753918	0.096197			13	possible L1 candidate	2019-08-16	2019-12-17	2019-12-17
351601843	1075.01		1	4	1	1	2	4	4		PC		11.1186	0.007	1	spoc	309.971209	-65.449699	-99.737	0.023	-59.95	0.039	2458654.251343	0.001691	0.604763	0.000063	1.063609	0.315617	1.052002	0.09261	968.460571	85.293213	2.036747	2.482144			10.701904	61.4592	0.09435	4046	170	4.60963	0.230678	0.653189	0.064645			13	Possible stellar variability	2019-08-16	2019-12-17	2019-12-17
360742636	1076.01		5	5	5	5	5	5	5		KP	KP	11.2474	0.006	1	spoc	294.633694	-55.330269	5.382	0.051	-38.112	0.047	2458654.16333	0.000358	2.549553	0.000052	2.598449	0.026225	17.450877	0.129638	15944.373047	119.39357	13.024976	0.122357			127.396851	248.46	2.1455	5659		4.44653		1.02				13	HATS-33b	2019-08-16	2019-12-17	2019-12-17
369960846	1077.01		3	4	3	3	1	4	4		PC		13.461	0.006	1	spoc	173.810798	-88.096213	-22.788	0.032	9.977	0.031	2458654.106812	0.001087	1.606295	0.000101	1.974814	0.087728	19.868777	0.514736	18133.394531	473.976685	12.274219	12.286726			28.291325	463.683	3.3225	5192	182	4.4617	2.00368	0.914109	0.914109			13		2019-08-16	2019-12-17	2019-12-17
370133522	1078.01		1	4	4	1	4	4	4	1	PC		10.1165	0.007	1	spoc	306.928646	-56.462287	424.414	0.073	-1230.62	0.073	2458654.105591	0.000752	0.518224	0.000025	0.718441	0.227664	0.920785	0.06767	847.714661	62.324791	1.13486	1.07129			13.989969	20.373	0.0192	3325	102	4.88693	0.098941	0.383	0.017			13	Potential level one candidate	2019-08-16	2019-12-17	2020-03-06
379240073	1079.01		3	4	4	3	1	4	4		PC		13.1284	0.006	1	spoc	283.119492	-55.387928	-1.479	0.049	-2.677	0.043	2458656.382812	0.003137	3.164147	0.000607	1.598864	0.30807	8.164797	0.710634	7491.851074	654.303711	13.276169	13.481318			10.679671	1179.27	45.91	6519	194	4.22068		1.48759	1.48759			13	Could be blended	2019-08-16	2019-12-17	2019-12-17
161032923	1080.01		1	4	1	1	1	4	4		PC		12.7067	0.007	1	spoc	276.368325	-52.214573	-270.293	0.107	-69.552	0.109	2458654.060059	0.003036	3.965347	0.000675	0.987454	0.389139	5.191638	0.669941	4770.26123	616.847717	2.034434	0.947331			8.048016	25.559	0.0541	3296	64	4.96636	0.407584	0.284	0.049			13	potential L1 candidate	2019-08-16	2019-12-17	2019-12-17
253728991	1081.01		3	4	3	3	1	4	4		PC		11.5247	0.006	1	spoc	282.140409	-40.11177	-5.214	1.083	-5.918	1.083	2458654.026123	0.002567	2.98278	0.000442	3.109528	0.110696	6.682853	0.343037	6136.231445	315.898651	11.467011	11.475316			23.102131	354.05		6027	192	4.29978	2.0042	1.23975	1.23975			13		2019-08-16	2019-12-17	2019-12-17
261108236	1082.01		1	4	1	1	2	4	4		PC		11.8835	0.006	1	spoc	83.275809	-80.815478	-10.282	0.042	45.685	0.05	2458658.778564	0.004294	16.347876	0.006145	3.041276	0.668904	2.84194	0.33544	2614.100342	308.904175	3.568121	2.176626			8.406233	100.248	0.25385	4310	173	4.57345	0.230511	0.70258	0.069684			13		2019-08-16	2019-12-17	2020-02-14
322270620	1083.01		1	4	1	1	1	4	4		PC		12.0936	0.007	1	spoc	296.822194	-87.32281	-82.691	0.045	-290.716	0.055	2458666.869995	0.003261	12.958787	0.004661	2.013102	0.440213	3.588575	0.431333	3299.743164	397.193848	2.704172	0.789766			7.605977	68.9109	0.125	3614	64	4.81257	0.359456	0.448	0.069			13	Likely stellar variability	2019-08-16	2019-12-17	2019-12-17
380589029	1084.01		5	5	5	5	5	5	5		KP	KP	12.2851	0.006	1	spoc	268.890707	-61.7474	1.031	0.04	-17.577	0.041	2458653.973999	0.000425	1.348449	0.000033	2.409878	0.030056	21.62042	0.200621	19716.185547	184.76152	16.823214	0.15622			52.870548	494.182	12.174	6346		4.38484		1.17				13	HATS-24b	2019-08-16	2019-12-17	2019-12-17
381979901	1085.01		5	5	5	5	5	5	5	5	PC	FP	11.6577	0.006	1	spoc	77.605399	-59.535664	1.584	1.171	17.711	1.171	2458654.920654	0.001031	3.25423	0.000193	4.767944	0.056567	14.762257	0.207216	13504.525391	190.834457	15.786188	15.786937	2400.550049	1950	56.339386	444.066		6102	193	4.28649	2.00486	1.27589	1.27589			13	Possible secondary	2019-08-16	2019-12-17	2020-01-16
468148930	1086.01		3	4	3	3	1	4	4		PC		12.2303	0.006	1	spoc	305.56982	-88.568495	16.867	0.035	-14.683	0.035	2458655.293579	0.002648	3.717407	0.000594	5.586155	0.180414	5.509438	0.15131	5061.526855	139.352188	8.25684	8.265222			19.579142	736.397	11.06	5818	190	4.33787	2.00353	1.14878	1.14878			13		2019-08-16	2019-12-17	2019-12-17
426077080	1087.01		3	4	3	3	2	4	4	5	PC		9.4142	0.006	1	qlp	238.001011	-76.49349	-5.338	0.041	-9.267	0.054	2458630.771973	0.0028	9.30992	0.00209	3.464	0.232	2.220004	0.001514	2042.609985	1.39456	13.8243	0.601252	241.938995	1098	31	416.25	5.019	7112.200195	124.199997	3.75	0.48	2.78	0.1	0.229216	0.0860622	12	possibly 2x period	2019-08-06	2019-12-17	2020-02-14
343648136	1088.01		3	4	3	3	2	4	4	5	PC		10.4613	0.006	1	qlp	272.311383	-76.300955	-23.549	0.047	-45.079	0.054	2458626.389526	0.00222	1.15395	0.00017	2.236	0.103	1.549995	0.001816	1426.579956	1.67219	6.29721	0.374858	2377.419922	1945	12	240.901	1.98	5518	135	4.23	0.33	1.52	0.07			12	possible spot-crossing in transit	2019-08-06	2019-12-17	2020-03-06
129319156	1089.01		3	4	3	3	2	4	4	5	PC		10.3918	0.01	1	qlp	228.84306	-52.885989	-10.161	0.125	-5.871	0.125	2458643.102661	0.00488	4.73703	0.00453	3.902	0.481	2.41	1.500297	2217.22998	1380.869995			15818.099609	3124	16	778.127	35.06	8541	156.5	4.08	1.27					12	only 1 full transit; could be a single transit with a different period	2019-08-06	2019-12-17	2020-02-14
361034196	1090.01		5	5	5	5	5	5	5	5	PC	FP	10.0196	0.006	1	qlp	242.016315	-68.588832	5.989	0.034	2.514	0.049	2458628.963135	0.0022	2.19296	0.0003	4.586	0.079	5.369998	0.764858	4933.740234	704.211975	22.776899	8.69015	31883.5	3722	100	566.502	11.2155	7009.799805	184.199997	3.6	0.61	2.95	0.16			12	Could be inflated hot Jupiter or Brown Dwarf at a short period	2019-08-06	2019-12-17	2020-01-16
193413306	1091.01		3	4	3	3	2	4	4	5	PC		9.3529	0.006	1	qlp	222.101134	-56.025931	-4.775	0.076	-15.261	0.068	2458600.177979	0.00372	1.72598	0.00019	4.102	0.217	3.290005	0.002944	3025.620117	2.71191	15.6118	0.720497	7062.609863	2553	24	321.671	3.7845	6501.600098	114.199997	3.91	0.41	2.58	0.09			"11,12"	crowded field; marginal secondary	2019-08-06	2019-12-17	2020-02-14
387079085	1092.01		5	5	5	5	5	5	5	5	PC	FP	9.0039	0.006	1	qlp	217.022882	-64.634285	-49.039	0.037	-21.072	0.055	2458601.380981	0.00061	1.1923	0.00003	3.119	0.024	3.729997	0.323352	3429.560059	297.773987	13.3658	4.08169	34060.101562	3784	132	209.919	1.7045	6236.899902	256.299988	4.01	0.36	2.07	0.17			"11,12"	v-shaped; possible EB	2019-08-06	2019-12-17	2020-03-06
382331352	1093.01		3	4	3	3	2	4	4	1	PC		10.0067	0.168	1	qlp	215.805264	-63.045983	-3.135	0.134	-4.442	0.203	2458601.337891	0.00465	11.47606	0.00162	6.083	0.44	3.049998	1.249087	2805.209961	1149.790039			4394.069824	2268	24	1710.22	633.01	8029	285.700012	4.12	1.52						period could be 2 or 4x	2019-08-06	2019-12-17	2020-02-14
136274063	1094.01		3	4	3	3	2	4	4	5	PC		9.9806	0.007	1	qlp	230.498827	-53.819601	-2.718	0.102	-4.896	0.092	2458640.61438	0.00265	0.59706	0.00023	0.681	0.268	1.03	0.046966	948.215027	43.256802	7.43654	1.61159	3742.530029	2179	9	426.003	9.675	7080.5	130.199997	3.7	0.64	2.2	0.08			12		2019-08-06	2019-12-17	2020-02-14
375223080	1095.01		3	4	3	3	2	4	4	5	PC		10.4291	0.006	1	qlp	133.968965	-75.926187	-4.136	0.04	11.358	0.042	2458572.243408	0.00081	1.48216	0.00003	1.8	0.072	1.89	0.000337	1739.23999	0.310559	11.1595	0.481555	2523.889893	1974	50	582.521	7.7425	7054.5	145.899994	3.78	0.09	2.43	0.1			"10,11,12"		2019-08-12	2019-12-17	2020-01-16
375225453	1096.01		3	4	3	3	2	4	4		PC		10.11	0.006	1	qlp	133.826684	-73.173308	-21.883	0.034	19.084	0.046	2458571.698975	0.00401	0.92145	0.00007	1.418	0.221	0.370001	0.000772	340.725006	0.711331	6.26517	0.678264			14	490.288	5.048	6081	299.399994	3.65	0.09	3.09	0.3			"10,11,12"		2019-08-12	2019-12-17	2019-12-19
360630575	1097.01		1	4	1	1	2	4	4		PC		8.7215	0.006	1	qlp	189.775859	-74.57402	-50.359	0.039	-6.874	0.04	2458604.576294	0.00353	9.18757	0.00124	2.343	0.441	0.51	0.00123	469.617004	1.13267	2.34967	0.119331			12	79.5561	0.14855	5875	37.900002	4.48	0.08	0.99	0.01			"11,12"	bright potential L1 candidate	2019-08-12	2019-12-17	2020-02-14
